Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
702,5.850000,-278.308899,-542.028748,-205.933884,-308.522400,-229.664566,-168.292542,-271.745056,-668.327454,-220.689682,-295.436005,-321.898834,-258.032684,-276.052246,-560.477356,-350.603058,-296.301208,-213.254288,-362.020966,-328.056763,-313.174561,-120.918762,-295.116150,-692.540100,-130.701584,-308.634003,-388.195526,-397.439423,,,,,,,,,,,,
703,5.858000,-278.025177,-541.166565,-206.970856,-308.665741,-228.519547,-169.008835,-271.399384,-667.555115,-220.663803,-295.264038,-321.369995,-258.081482,-275.507751,-560.685303,-351.316986,-296.200867,-213.528564,-362.939148,-328.077942,-311.521790,-120.968201,-295.147919,-690.898743,-130.445160,-308.130768,-388.510742,-398.457306,,,,,,,,,,,,
704,5.867000,-277.736237,-540.388489,-208.063690,-308.754303,-227.549118,-170.066223,-271.040070,-666.900452,-220.655289,-295.110779,-320.921692,-258.469330,-274.781403,-561.099976,-352.298798,-295.975403,-213.888779,-363.988098,-328.187134,-310.112946,-120.978966,-295.094025,-689.369202,-130.265289,-307.639496,-388.943695,-399.517090,,,,,,,,,,,,
705,5.875000,-277.339355,-539.786194,-209.277039,-308.731812,-226.914948,-171.213593,-270.643524,-666.325867,-220.699158,-294.953857,-320.761780,-258.975464,-274.208984,-561.428467,-353.402679,-295.840118,-214.307755,-365.103699,-328.117096,-308.711395,-121.000900,-294.908661,-687.876648,-130.255936,-307.207581,-389.419159,-400.644653,,,,,,,,,,,,
706,5.883000,-276.991211,-539.364380,-210.625595,-308.727112,-226.353546,-172.529175,-270.335907,-666.019104,-220.799026,-294.987274,-320.818604,-259.704102,-273.630859,-561.934265,-354.488098,-295.618011,-214.945709,-366.496704,-328.126221,-307.480957,-121.053123,-294.914795,-686.322998,-130.044617,-306.810547,-390.003387,-401.999664,,,,,,,,,,,,
707,5.892000,-276.700104,-539.085876,-212.010956,-308.529633,-226.090179,-174.052689,-270.100464,-665.855896,-220.898132,-294.545837,-320.942505,-260.716827,-273.218231,-562.575562,-355.711243,-295.508087,-215.648575,-367.911407,-328.001099,-306.201385,-121.255638,-294.891205,-684.796753,-129.865616,-306.452606,-390.678253,-403.270966,,,,,,,,,,,,
708,5.900000,-276.502625,-538.881470,-213.512131,-308.294464,-225.875687,-175.523605,-269.964661,-665.788574,-220.970978,-294.326660,-321.142548,-261.671844,-272.904297,-563.312622,-357.050354,-295.291748,-216.483475,-369.371826,-327.912476,-305.068878,-121.380638,-294.825867,-683.454529,-129.750885,-306.146271,-391.538574,-404.688232,,,,,,,,,,,,
709,5.908000,-276.265778,-538.849976,-215.142136,-308.077118,-225.747269,-177.055450,-269.888550,-665.778503,-221.078049,-294.253998,-321.525513,-262.547424,-272.596466,-564.358215,-358.539825,-294.943298,-217.565750,-371.043274,-327.749756,-303.993103,-121.626656,-294.937042,-682.035645,-129.659119,-305.923218,-392.538696,-406.251343,,,,,,,,,,,,
710,5.917000,-276.180328,-538.891968,-216.975571,-307.694244,-225.713776,-178.482803,-269.881317,-665.884460,-221.193161,-293.803619,-321.878174,-263.643463,-272.487335,-565.487122,-360.168274,-294.752167,-218.664078,-372.655304,-327.228119,-303.313171,-122.091629,-294.992554,-680.576477,-129.459976,-305.729004,-393.707977,-407.887573,,,,,,,,,,,,
711,5.925000,-276.039856,-539.036377,-219.048813,-306.848572,-226.488602,-179.636337,-269.867157,-666.088074,-221.382187,-293.569427,-322.636230,-264.710480,-272.320496,-566.647156,-361.948242,-294.524139,-220.034653,-374.572754,-325.872955,-303.996887,-122.928764,-295.166870,-679.047852,-129.363525,-305.641693,-394.868439,-409.518341,,,,,,,,,,,,
712,5.933000,-275.877319,-539.346313,-221.248184,-305.229370,-228.612427,-180.145065,-269.863098,-666.413818,-221.581421,-292.603180,-323.762909,-266.510101,-272.269653,-568.019348,-363.912994,-294.226013,-221.271408,-376.373413,-324.905579,-306.249481,-123.444435,-295.220886,-677.649353,-129.338882,-305.515289,-396.216705,-411.504974,,,,,,,,,,,,
713,5.942000,-275.591309,-539.863403,-223.571243,-303.550018,-231.798416,-180.771378,-269.802734,-666.988525,-221.723694,-291.563934,-325.536346,-268.601166,-272.089600,-569.517944,-366.168671,-293.955780,-222.666351,-378.160217,-323.175140,-308.757446,-123.402168,-295.207367,-676.210999,-129.246323,-305.418304,-397.594055,-413.504181,,,,,,,,,,,,
714,5.950000,-274.982941,-540.703857,-226.099442,-301.753754,-236.007599,-181.501221,-269.832489,-667.856323,-221.873337,-290.621216,-327.823212,-271.355957,-272.053497,-571.132629,-368.546631,-293.535492,-224.236725,-380.159119,-320.877502,-312.452759,-123.328690,-295.246857,-674.840881,-129.156754,-305.318054,-399.103943,-415.632446,,,,,,,,,,,,
715,5.958000,-274.566986,-541.981506,-228.787079,-300.095276,-240.773193,-182.442749,-269.861786,-669.003174,-222.164398,-289.848572,-330.621063,-274.475098,-272.065002,-572.974854,-371.149872,-292.990814,-225.861420,-382.275940,-319.169617,-317.271454,-124.235237,-295.221527,-673.514282,-129.169983,-305.224487,-400.920013,-417.866638,,,,,,,,,,,,
716,5.967000,-274.162994,-543.566284,-231.563904,-298.783752,-246.499634,-183.132736,-269.899078,-670.602905,-222.397934,-289.014679,-333.569824,-277.769226,-272.126892,-574.960327,-373.826904,-292.491608,-227.793930,-384.682800,-317.809631,-323.453369,-125.668213,-295.297668,-672.218018,-129.086990,-305.113373,-402.782928,-420.309601,,,,,,,,,,,,
717,5.975000,-273.960236,-545.365051,-234.302139,-297.748840,-253.050232,-183.842926,-270.215271,-672.147461,-222.456940,-288.215912,-336.853088,-281.492157,-272.378876,-577.194275,-376.549377,-291.678192,-229.909302,-387.207642,-316.842896,-330.269501,-126.699059,-295.406403,-670.979736,-129.097382,-304.963928,-404.778259,-422.861450,,,,,,,,,,,,
718,5.983000,-273.781219,-547.247070,-237.067719,-296.448700,-260.582855,-184.711075,-270.495209,-673.955566,-222.582138,-287.285645,-340.279938,-285.576874,-272.689606,-579.480469,-379.223633,-290.850677,-232.155106,-389.871674,-315.855682,-337.578339,-127.427979,-295.549622,-669.851074,-129.117950,-304.765961,-407.016510,-425.441528,,,,,,,,,,,,
719,5.992000,-273.624054,-549.348877,-239.723373,-295.362885,-268.655304,-185.508682,-270.712921,-675.767334,-222.604584,-286.238068,-344.214417,-289.552887,-272.901031,-582.018494,-381.807068,-289.990143,-234.497559,-392.562042,-314.946381,-345.852386,-128.312851,-295.692261,-668.556763,-129.086212,-304.629028,-409.362000,-427.984528,,,,,,,,,,,,
720,6.000000,-273.413513,-551.423462,-242.410461,-293.802673,-277.276367,-186.392288,-271.026886,-677.366028,-222.406982,-285.461792,-348.045258,-293.579163,-273.067017,-584.513550,-384.506256,-289.246552,-236.926468,-395.588867,-313.626862,-354.788055,-129.434601,-295.769928,-667.313416,-128.849075,-304.363647,-411.890778,-430.799286,,,,,,,,,,,,
721,6.008000,-273.138977,-553.753540,-245.209274,-292.479218,-286.878967,-187.110336,-270.952911,-679.342041,-222.216553,-284.358765,-351.300262,-298.177521,-273.133392,-587.105835,-387.196808,-288.540344,-239.376816,-398.671021,-312.116425,-364.263275,-130.580215,-296.002899,-666.178528,-128.978821,-304.104523,-414.389130,-433.615082,,,,,,,,,,,,
722,6.017000,-272.846130,-556.343079,-247.839371,-291.286285,-296.385864,-187.972839,-271.019928,-681.373535,-221.893158,-283.308044,-354.723480,-302.748779,-273.060699,-589.640259,-389.921356,-287.932373,-241.849396,-401.769318,-310.354858,-374.044708,-132.130356,-296.088165,-664.795349,-129.177109,-303.898895,-416.912231,-436.465240,,,,,,,,,,,,
723,6.025000,-272.431458,-559.247009,-250.492691,-289.214447,-306.005066,-189.540390,-270.937927,-683.626526,-221.349106,-282.541412,-358.136841,-307.288910,-272.911743,-592.347839,-392.720184,-287.411499,-244.418732,-404.939697,-308.639954,-384.075073,-133.697769,-296.084747,-663.468750,-129.288177,-303.629333,-419.541809,-439.374908,,,,,,,,,,,,
724,6.033000,-272.090027,-562.334900,-253.145935,-287.730438,-315.755707,-191.200760,-270.780945,-685.908447,-220.589798,-281.775940,-361.722137,-311.608856,-272.721375,-595.091553,-395.476654,-286.780823,-247.127777,-408.081024,-306.904205,-393.999725,-135.459015,-296.110016,-662.169006,-129.201691,-303.350952,-422.292084,-442.291901,,,,,,,,,,,,
725,6.042000,-271.780029,-565.539368,-255.762421,-286.515289,-325.222076,-193.406235,-270.673584,-688.033325,-220.017578,-281.070923,-365.556854,-315.832397,-272.485992,-597.943298,-398.324310,-286.269165,-249.983688,-411.080383,-305.638855,-403.525391,-137.650787,-296.089813,-660.821716,-129.300491,-303.015930,-425.192810,-445.108948,,,,,,,,,,,,
726,6.050000,-271.496460,-568.857300,-258.455475,-285.590698,-334.449127,-195.938354,-270.756287,-690.513367,-218.961578,-280.602661,-369.678955,-320.068207,-272.189484,-601.007263,-401.069855,-285.794983,-252.880966,-413.843811,-304.748749,-412.931366,-140.602036,-296.126556,-659.503906,-129.570816,-302.678772,-428.185883,-447.844025,,,,,,,,,,,,
727,6.058000,-271.337555,-572.104126,-261.026489,-285.038635,-342.935669,-198.761307,-270.473267,-692.109741,-218.070007,-280.751801,-373.817902,-324.049194,-271.951935,-604.152832,-403.685303,-285.328674,-255.941895,-416.461670,-304.325256,-421.876099,-144.062973,-296.161713,-658.128113,-129.664200,-302.234283,-431.423645,-450.472534,,,,,,,,,,,,
728,6.067000,-271.358582,-575.135803,-263.573120,-284.590759,-350.986938,-201.487686,-270.591461,-694.151489,-216.785751,-280.208588,-377.935425,-327.798615,-271.745148,-607.471497,-406.320129,-284.791687,-259.277039,-419.164398,-304.076233,-430.377808,-147.489227,-296.173828,-656.701355,-129.728058,-301.795959,-434.598083,-453.203522,,,,,,,,,,,,
729,6.075000,-271.381195,-578.037842,-266.163544,-284.345062,-358.043945,-203.666458,-270.519897,-695.382629,-215.965973,-279.983612,-381.485199,-330.673553,-271.461914,-610.758179,-408.879547,-284.338318,-262.588623,-421.944641,-304.065155,-437.912994,-150.381012,-296.239563,-655.174316,-130.066803,-301.322174,-437.965332,-455.911621,,,,,,,,,,,,
730,6.083000,-271.303741,-580.720276,-268.765625,-284.656891,-364.181427,-205.485992,-270.655029,-696.730896,-214.813980,-279.589325,-384.426758,-333.058746,-271.081818,-614.136902,-411.424622,-283.826447,-265.951111,-424.813904,-304.528381,-444.050812,-152.258392,-296.284790,-653.639771,-130.341156,-300.826874,-441.376770,-458.708740,,,,,,,,,,,,
731,6.092000,-271.180786,-583.136597,-271.232910,-285.258972,-369.416718,-207.629150,-270.578308,-697.419861,-213.874878,-279.371246,-387.241333,-335.533447,-270.486084,-617.358398,-413.780975,-283.568207,-269.122406,-427.794830,-305.078308,-448.479034,-153.202988,-296.332214,-651.954041,-130.636642,-300.367615,-444.551758,-461.463501,,,,,,,,,,,,
732,6.100000,-271.067780,-585.322937,-273.499390,-285.936615,-373.769867,-209.983582,-270.328369,-698.006531,-212.800919,-279.510376,-389.920898,-338.052216,-269.797363,-620.284180,-415.999756,-283.672028,-272.193359,-430.907166,-305.856476,-451.629272,-154.140305,-296.369415,-650.208130,-130.924133,-299.800934,-447.731415,-464.176422,,,,,,,,,,,,
733,6.108000,-270.911804,-587.304504,-275.560059,-286.661560,-376.805634,-212.598663,-269.958282,-698.342407,-211.679611,-280.357239,-392.128723,-340.860901,-268.907166,-622.990601,-417.816162,-284.025604,-275.051788,-433.988159,-306.298065,-454.203522,-155.982971,-296.317596,-648.469177,-131.328705,-299.375397,-450.667389,-466.744690,,,,,,,,,,,,
734,6.117000,-270.717438,-589.129578,-277.343903,-287.360992,-378.992157,-215.366287,-269.270386,-698.384705,-210.493240,-280.708191,-394.454498,-343.596344,-267.872131,-625.433228,-419.508331,-284.637360,-277.661926,-436.998840,-307.070160,-455.685791,-157.697983,-296.295593,-646.737244,-131.517624,-298.897888,-453.579834,-469.163361,,,,,,,,,,,,
735,6.125000,-270.621246,-590.750549,-278.973755,-288.429962,-380.238190,-218.116104,-268.668457,-698.307373,-209.398621,-281.266785,-396.457794,-346.160614,-266.632355,-627.795471,-421.007721,-285.349426,-280.123688,-440.056213,-307.998413,-455.888000,-158.981812,-296.311768,-645.155701,-131.736435,-298.418488,-456.250366,-471.612701,,,,,,,,,,,,
736,6.133000,-270.391296,-592.163818,-280.581299,-290.063507,-380.814789,-220.561127,-268.038635,-698.121887,-208.602493,-281.999268,-398.256958,-348.368195,-265.440125,-629.923889,-422.388336,-286.137054,-282.386230,-442.952972,-309.475555,-455.361511,-160.142715,-296.520508,-644.012573,-131.853348,-297.954529,-458.718262,-473.899597,,,,,,,,,,,,
737,6.142000,-270.366364,-593.563782,-282.064453,-291.752594,-380.737671,-222.738281,-267.824188,-698.169312,-208.137253,-282.686554,-399.668701,-350.303558,-264.315674,-631.829163,-423.669678,-286.835968,-284.685364,-445.845001,-311.294922,-454.446655,-161.317459,-297.121460,-643.608643,-132.155792,-297.373810,-461.149414,-476.171387,,,,,,,,,,,,
738,6.150000,-270.494507,-595.140930,-283.561737,-293.887482,-380.131012,-224.592224,-267.699921,-698.869080,-208.449310,-283.629395,-400.775574,-351.710632,-263.239990,-633.748840,-425.075836,-287.604980,-286.725037,-448.495880,-313.628510,-453.172577,-162.227142,-297.900391,-643.788330,-133.110443,-296.895142,-463.392853,-478.270508,,,,,,,,,,,,
739,6.158000,-270.855011,-596.944336,-285.067108,-296.321442,-379.285889,-226.099411,-267.901306,-699.886414,-208.916229,-284.662628,-401.674561,-352.758759,-262.253967,-635.602661,-426.586151,-288.258118,-288.849121,-450.991364,-316.336029,-451.563049,-162.914597,-299.167450,-644.655762,-134.451019,-296.403412,-465.613739,-480.450348,,,,,,,,,,,,
740,6.167000,-271.137939,-599.279236,-286.694580,-299.042511,-378.149078,-227.121429,-268.563599,-701.687195,-209.863892,-285.999817,-402.333313,-353.343323,-261.503479,-637.478882,-428.236237,-288.816467,-290.978638,-453.195984,-319.234711,-449.772522,-163.223190,-300.607208,-646.331482,-135.920456,-295.900665,-467.728485,-482.536163,,,,,,,,,,,,
741,6.175000,-271.679108,-602.045105,-288.429657,-301.537994,-376.883270,-227.924423,-269.462128,-704.397949,-211.518646,-287.097504,-402.794861,-353.570892,-260.982941,-639.491272,-430.052582,-289.127899,-293.042725,-455.165680,-322.374817,-447.732727,-163.254440,-302.054840,-648.813171,-137.617142,-295.467163,-469.790466,-484.654846,,,,,,,,,,,,
742,6.183000,-272.423798,-605.084106,-290.253510,-304.133301,-375.296387,-228.337906,-270.518250,-707.310303,-213.261734,-288.123474,-403.191254,-353.370728,-260.549591,-641.479187,-432.160889,-289.205505,-295.085297,-456.890961,-325.407990,-445.535278,-163.108994,-303.851959,-651.751404,-139.527832,-294.966614,-471.707825,-486.701721,,,,,,,,,,,,
743,6.192000,-273.091614,-608.505310,-292.287323,-306.261353,-373.608063,-228.745346,-271.910736,-710.920532,-215.377441,-289.097687,-403.416901,-352.978394,-260.529388,-643.477417,-434.416290,-289.232056,-297.084229,-458.436981,-327.892731,-443.242035,-162.964340,-305.595062,-655.415344,-141.713165,-294.757568,-473.630585,-488.725159,,,,,,,,,,,,
744,6.200000,-273.780121,-612.084473,-294.304565,-307.804718,-371.646820,-229.068604,-273.272491,-714.897339,-217.796310,-289.919891,-403.520538,-352.788452,-260.516083,-645.411072,-436.810669,-289.278442,-299.041626,-459.986908,-329.710419,-440.631165,-162.813965,-307.123596,-660.071411,-143.997513,-294.570160,-475.466858,-490.844910,,,,,,,,,,,,
745,6.208000,-274.491760,-615.708069,-296.307251,-308.551331,-369.563812,-229.778702,-274.319458,-719.295471,-221.060852,-290.570221,-403.567932,-352.835480,-260.803772,-647.033752,-439.245300,-289.557861,-300.627625,-461.452637,-330.685303,-437.917908,-163.126617,-308.355377,-665.456970,-146.561340,-294.625702,-476.813629,-492.885406,,,,,,,,,,,,
746,6.217000,-275.289703,-619.311951,-298.454529,-308.683838,-367.334717,-230.589417,-275.104492,-723.957214,-224.600052,-290.866211,-403.370667,-353.040375,-261.109772,-648.509521,-441.763885,-290.004669,-301.982758,-462.961975,-331.081390,-435.225128,-163.615601,-309.520386,-671.536560,-149.211700,-294.708221,-478.329712,-495.151306,,,,,,,,,,,,
747,6.225000,-275.763367,-622.988098,-300.450073,-308.822754,-364.779755,-231.622833,-275.528442,-729.068359,-228.692261,-291.234528,-402.754028,-353.394409,-261.609222,-649.573059,-444.194733,-289.741028,-302.907532,-465.198090,-331.232788,-432.533661,-164.152054,-310.051117,-678.518250,-151.908554,-295.133636,-479.302979,-497.311646,,,,,,,,,,,,
748,6.233000,-276.110229,-626.779358,-302.250366,-308.620789,-362.339966,-233.160507,-275.698151,-734.596375,-233.072495,-291.343842,-402.130707,-354.442657,-262.329956,-650.534973,-446.588440,-290.305450,-304.085907,-467.327759,-331.142975,-429.787354,-165.100922,-309.940399,-686.364319,-154.557877,-295.582397,-480.082916,-499.606995,,,,,,,,,,,,
749,6.242000,-276.079376,-630.547546,-303.857666,-308.589294,-359.674286,-235.098572,-275.442566,-740.228394,-237.571045,-291.660065,-401.414368,-355.686371,-263.182495,-651.230042,-448.726349,-290.202942,-304.481262,-469.905731,-330.980408,-426.572845,-166.811066,-309.418182,-694.904236,-157.140793,-296.284119,-480.881287,-501.973022,,,,,,,,,,,,
750,6.250000,-276.163208,-634.258118,-305.297699,-308.557404,-356.967377,-237.333069,-274.970703,-745.986450,-242.376160,-291.740112,-400.736115,-357.527679,-264.367615,-651.777954,-450.643616,-290.296356,-304.935608,-472.636230,-330.972290,-423.365906,-168.728546,-308.323120,-704.267456,-159.925110,-297.016785,-481.414124,-504.144958,,,,,,,,,,,,
751,6.258000,-276.287445,-637.888733,-306.462830,-308.062866,-354.461456,-240.292664,-274.878387,-751.727966,-247.307236,-291.860931,-400.086365,-359.549713,-265.571991,-652.158020,-452.257629,-290.659973,-305.238983,-475.349670,-330.746216,-420.197845,-170.911148,-307.018005,-714.534058,-162.667831,-298.124146,-481.674988,-506.219849,,,,,,,,,,,,
752,6.267000,-276.391449,-641.503418,-307.485138,-307.639618,-351.942719,-243.202515,-273.935303,-757.654480,-253.075363,-292.150543,-399.319794,-361.709503,-267.081635,-652.154785,-453.664917,-290.947083,-305.432861,-478.278900,-330.278778,-417.252380,-173.443558,-305.686920,-725.377136,-166.045670,-299.088074,-481.999664,-508.399017,,,,,,,,,,,,
753,6.275000,-276.656464,-645.202942,-308.465698,-307.011780,-349.529388,-246.206665,-272.794525,-763.509399,-258.935913,-292.198822,-398.609222,-364.151337,-268.412903,-652.052612,-454.894592,-291.300568,-305.264374,-481.085480,-329.495392,-414.456055,-176.122849,-304.821411,-736.432983,-169.990860,-300.288208,-481.869629,-510.299561,,,,,,,,,,,,
754,6.283000,-277.120850,-648.888306,-309.451294,-306.262299,-347.244110,-249.138657,-273.067749,-769.445435,-265.310211,-292.291748,-397.648224,-366.493011,-269.813904,-651.600952,-455.975769,-291.775940,-304.812073,-483.924438,-328.437866,-412.040009,-178.777161,-304.430786,-747.782349,-174.510193,-301.375641,-481.654663,-512.109375,,,,,,,,,,,,
